dataset_row,source_row_key,tweet_id,dataset_id_raw,tweet_url,language_recorded,original_has_devanagari,text_original,text_translated,text_for_current_parser,audit_class,possible_spatial_meaning_change,possible_toponym_change,possible_spatial_relation_change,severe_inspected,requires_manual_inspection,review_level,review_note,discrepancy_tags,known_original_toponyms,latin_dictionary_mentions_original,latin_dictionary_mentions_parser,unmatched_original_toponyms,possible_mention_count_loss,relation_flags,existing_address,existing_locations,existing_lat,existing_lon,existing_confidence
3207,12070,1043839574248546304,1.04E+18,https://twitter.com/dtptraffic/status/1043839574248546304,en,False,Traffic Alert Traffic is heavy in the carriageway from Yamuna Bridge towards Civil Lines. Kindly avoid the stretch.,Traffic is heavy in the carriageway from Yamuna Bridge towards Civil Lines. Kindly avoid the stretch.,Traffic is heavy in the carriageway from Yamuna Bridge towards Civil Lines. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Yamuna"", ""Civil Lines""]","[""Yamuna"", ""Civil Lines""]",,,,"Eastern Yamuna Canal, North East Delhi, Delhi, 420420, India","Yamuna,  Yamuna Bridge,  Bridge,  Civil",28.6788805,77.2660525,9
3208,12072,1043836321729572864,1.04E+18,https://twitter.com/dtptraffic/status/1043836321729572864,en,False,Traffic Alert Traffic is heavy in the carriageway from Majnu-ka-tilla towards ISBT Kashmere Gate due to idol immersion of Lord Ganesha.,Traffic is heavy in the carriageway from Majnu-ka-tilla towards ISBT Kashmere Gate due to idol immersion of Lord Ganesha.,Traffic is heavy in the carriageway from Majnu-ka-tilla towards ISBT Kashmere Gate due to idol immersion of Lord Ganesha.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""ISBT"", ""Kashmere Gate""]","[""ISBT"", ""Kashmere Gate""]",,,,"Lord Buddha Apartments, Paschim Vihar, West Delhi, Delhi, India","ISBT,  ISBT Kashmere,  ISBT Kashmere Gate,  Kashmere,  Kashmere Gate,  Gate,  Lord,  Ganesha",28.6772594,77.08369543,10
3209,12073,1043785350747959298,1.04E+18,https://twitter.com/dtptraffic/status/1043785350747959298,hi,True,Traffic Alert मूर्ति विसर्जन के कारण कालिन्दी कुंज पर यातायत ज्यादा हैI दिल्ली से नोएडा व नोएडा से दिल्ली जाने वाले DND फ्लाईओवर का प्रयोग करेI,"Due to statue immersion, there is more traffic on Kallindhi Kunj. I use DND flyover from Delhi to Noida and Noida to Delhi.","Due to statue immersion, there is more traffic on Kallindhi Kunj. I use DND flyover from Delhi to Noida and Noida to Delhi.",UNRESOLVED_CROSS_LANGUAGE,False,False,False,False,True,automated_screen,,,"[{""canonical"": ""Noida"", ""surface"": ""नोएडा""}, {""canonical"": ""Noida"", ""surface"": ""नोएडा""}]",[],"[""flyover"", ""Delhi"", ""Noida"", ""Noida"", ""Delhi""]",,,,"Krishna Kunj, East Delhi, Delhi, India","Due,  Kunj,  Delhi,  Noida,  Noida,  Delhi",28.64011635,77.27817625,10
3210,12074,1043778186230738944,1.04E+18,https://twitter.com/dtptraffic/status/1043778186230738944,hi,True,Traffic Alert मूर्ति विसर्जन के कारण आगरा केनल रोड से कालिन्दी कुंज के तरफ यातायत ज्यादा हैI इस मार्ग के प्रयोग से बचेI,"Due to statue immersion, there is more traffic from Agra Kenal road towards Kalindi Kunj.","Due to statue immersion, there is more traffic from Agra Kenal road towards Kalindi Kunj.",UNRESOLVED_CROSS_LANGUAGE,False,False,False,False,True,automated_screen,,,[],[],"[""Kalindi Kunj""]",,,,"Kalindi Colony, South East Delhi, Delhi, 110014, India","Due,  Agra,  Kalindi,  Kalindi Kunj,  Kunj",28.5763828,77.26592,7
3211,12076,1043775364793819136,1.04E+18,https://twitter.com/dtptraffic/status/1043775364793819136,en,False,Traffic Alert Traffic is heavy in the carriageway from ITO towards Vikas Marg due to idol immersion of Lord Ganesha.,Traffic is heavy in the carriageway from ITO towards Vikas Marg due to idol immersion of Lord Ganesha.,Traffic is heavy in the carriageway from ITO towards Vikas Marg due to idol immersion of Lord Ganesha.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""ITO"", ""Vikas Marg""]","[""ITO"", ""Vikas Marg""]",,,,"Indra Vikas Colony, North Delhi, Delhi, India","ITO,  Vikas,  Vikas Marg,  Marg,  Lord,  Ganesha",28.71365035,77.20760191,8
3212,12080,1043767313034547201,1.04E+18,https://twitter.com/dtptraffic/status/1043767313034547201,en,False,Traffic Alert Traffic is heavy on Jawaharlal Nehru Marg in the carriageway from Delhi Gate towards Ajemri Gate due to idol immersion of Lord Ganesha.,Traffic is heavy on Jawaharlal Nehru Marg in the carriageway from Delhi Gate towards Ajemri Gate due to idol immersion of Lord Ganesha.,Traffic is heavy on Jawaharlal Nehru Marg in the carriageway from Delhi Gate towards Ajemri Gate due to idol immersion of Lord Ganesha.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Jawaharlal Nehru Marg"", ""Delhi Gate""]","[""Jawaharlal Nehru Marg"", ""Delhi Gate""]",,,,"Jawaharlal Nehru Stadium, Bhishma Pitamah Marg, Lodhi Colony, South East Delhi, Delhi, 110003, India","Jawaharlal,  Jawaharlal Nehru,  Jawaharlal Nehru Marg,  Nehru,  Nehru Marg,  Marg,  Delhi,  Delhi Gate,  Gate,  Gate,  Lord,  Ganesha",28.58337705,77.2335404,7
3213,12084,1043743834990161920,1.04E+18,https://twitter.com/dtptraffic/status/1043743834990161920,hi,True,"Traffic Alert जगतपुर गाँव के खेत में पानी भरने के कारण श्याम घाट पर पार्किंग के लिए कम जगह है , अत : मूर्ति विसर्जन के लिये किसी ओर घाट पर करे तथा होने वाली असुविधा से बचे |","There is less space for parking on the Shyam Ghat due to water filling the farm of Jagatpur village, hence the idol on the side to immerse the idol and survive the inconvenience.","There is less space for parking on the Shyam Ghat due to water filling the farm of Jagatpur village, hence the idol on the side to immerse the idol and survive the inconvenience.",UNRESOLVED_CROSS_LANGUAGE,False,False,False,False,True,automated_screen,,,[],[],"[""Jagatpur village""]",,,,"Shyam Nagar, South East Delhi, Delhi, India","Shyam,  Ghat,  Jagatpur",28.5446111,77.26907101,9
3214,12086,1043743598250987521,1.04E+18,https://twitter.com/dtptraffic/status/1043743598250987521,en,False,Traffic Alert Water logging reported on Netaji Subhash Marg near subway Lalkila pic.twitter.com/I1VshRSC3J,Water logging reported on Netaji Subhash Marg near subway Lalkila pic.twitter.com/I1VshRSC3J,Water logging reported on Netaji Subhash Marg near subway Lalkila pic.twitter.com/I1VshRSC3J,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Netaji Subhash Marg""]","[""Netaji Subhash Marg""]",,,,"Netaji Nagar, New Delhi, Delhi, India","Water,  Netaji,  Netaji Subhash,  Netaji Subhash Marg,  Subhash,  Subhash Marg,  Marg",28.5735343,77.1863593,7
3215,12090,1043700036108877826,1.04E+18,https://twitter.com/dtptraffic/status/1043700036108877826,en,False,Traffic Alert Traffic will remain heavy in the carriageway form Nangloi towards Mundka due to waterlogging near Rajdhani park. kindly avoid the stretch. pic.twitter.com/5bPak8h7sQ,Traffic will remain heavy in the carriageway form Nangloi towards Mundka due to waterlogging near Rajdhani park. kindly avoid the stretch. pic.twitter.com/5bPak8h7sQ,Traffic will remain heavy in the carriageway form Nangloi towards Mundka due to waterlogging near Rajdhani park. kindly avoid the stretch. pic.twitter.com/5bPak8h7sQ,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Nangloi"", ""Mundka"", ""Rajdhani park""]","[""Nangloi"", ""Mundka"", ""Rajdhani park""]",,,,"Nangloi, West Delhi, Delhi, 110041, India","Nangloi,  Mundka,  Rajdhani",28.6787059,77.0671807,7
3216,12092,1043449045606440960,1.04E+18,https://twitter.com/dtptraffic/status/1043449045606440960,en,False,Traffic Alert Obstruction in traffic in the carriageway from Delhi Cantt. towards Dwarka due to breakdown of a car on Palam flyover. Kindly avoid the stretch.,Obstruction in traffic in the carriageway from Delhi Cantt. towards Dwarka due to breakdown of a car on Palam flyover. Kindly avoid the stretch.,Obstruction in traffic in the carriageway from Delhi Cantt. towards Dwarka due to breakdown of a car on Palam flyover. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Delhi"", ""Dwarka"", ""Palam"", ""flyover""]","[""Delhi"", ""Dwarka"", ""Palam"", ""flyover""]",,,,"Dwarka, Old Palam Road, Nishat Park, Sector 14, Dwarka, South West Delhi, Delhi, 110078, India","Delhi,  Delhi Cantt,  Cantt,  Dwarka,  Palam",28.6149318,77.0227861,7
3217,12093,1043397479352414208,1.04E+18,https://twitter.com/dtptraffic/status/1043397479352414208,en,False,Traffic Alert Obstruction in traffic from Peeragarhi to Mundka due to potholes and waterlogging. Kindly avoid the stretch and take alternate route from Peeragarhi Chowk and Nangloi Chowk.,Obstruction in traffic from Peeragarhi to Mundka due to potholes and waterlogging. Kindly avoid the stretch and take alternate route from Peeragarhi Chowk and Nangloi Chowk.,Obstruction in traffic from Peeragarhi to Mundka due to potholes and waterlogging. Kindly avoid the stretch and take alternate route from Peeragarhi Chowk and Nangloi Chowk.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Peeragarhi"", ""Mundka"", ""Peeragarhi Chowk"", ""Nangloi""]","[""Peeragarhi"", ""Mundka"", ""Peeragarhi Chowk"", ""Nangloi""]",,,,"Mundka, West Delhi, Delhi, India","Peeragarhi,  Mundka,  Peeragarhi,  Peeragarhi Chowk,  Chowk,  Nangloi,  Chowk",28.6803941,77.0304255,7
3218,12096,1043395850226024448,1.04E+18,https://twitter.com/dtptraffic/status/1043395850226024448,en,False,Traffic Alert Obstruction in traffic from Mundka to Surajmal Stadium in both carriageways due to potholes and waterlogging. Kindly avoid the stretch and take alternate route.,Obstruction in traffic from Mundka to Surajmal Stadium in both carriageways due to potholes and waterlogging. Kindly avoid the stretch and take alternate route.,Obstruction in traffic from Mundka to Surajmal Stadium in both carriageways due to potholes and waterlogging. Kindly avoid the stretch and take alternate route.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Mundka"", ""Surajmal Stadium""]","[""Mundka"", ""Surajmal Stadium""]",,,,"Mundka, West Delhi, Delhi, India","Mundka,  Surajmal,  Surajmal Stadium,  Stadium",28.6803941,77.0304255,7
3219,12099,1043378004255072258,1.04E+18,https://twitter.com/dtptraffic/status/1043378004255072258,en,False,Traffic Alert Traffic is heavy from Nangloi towards Mundka due to water logging. Kindly avoid the stretch. pic.twitter.com/gGNRXy2RhN,Traffic is heavy from Nangloi towards Mundka due to water logging. Kindly avoid the stretch. pic.twitter.com/gGNRXy2RhN,Traffic is heavy from Nangloi towards Mundka due to water logging. Kindly avoid the stretch. pic.twitter.com/gGNRXy2RhN,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Nangloi"", ""Mundka""]","[""Nangloi"", ""Mundka""]",,,,"Nangloi, West Delhi, Delhi, 110041, India","Nangloi,  Mundka",28.6787059,77.0671807,7
3220,12101,1043364165145030656,1.04E+18,https://twitter.com/dtptraffic/status/1043364165145030656,en,False,Traffic Alert Traffic is heavy from Rajdhani Park towards Mundka due to water logging. Kindly avoid the stretch.,Traffic is heavy from Rajdhani Park towards Mundka due to water logging. Kindly avoid the stretch.,Traffic is heavy from Rajdhani Park towards Mundka due to water logging. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Rajdhani Park"", ""Mundka""]","[""Rajdhani Park"", ""Mundka""]",,,,"Mundka, West Delhi, Delhi, India","Rajdhani,  Rajdhani Park,  Park,  Mundka",28.6803941,77.0304255,7
3221,12102,1043346420428926977,1.04E+18,https://twitter.com/dtptraffic/status/1043346420428926977,hi,True,Traffic Alert उत्तम नगर से तिलक नगर जाने वाले मार्ग में गणेश नगर की लाल बत्ती के पास रोड में एक बड़ा गड्ढा हो गया हैं जिससे यातायात प्रभावित हैं |,"From Uttam Nagar to Tilak Nagar, there is a big crater in the road near the red light of Ganesh Nagar, in which traffic is affected.","From Uttam Nagar to Tilak Nagar, there is a big crater in the road near the red light of Ganesh Nagar, in which traffic is affected.",BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,equivalent,"Uttam Nagar to Tilak Nagar, near Ganesh Nagar red light retained.",BILINGUAL_EQUIVALENT,"[{""canonical"": ""Uttam Nagar"", ""surface"": ""उत्तम नगर""}, {""canonical"": ""Tilak Nagar"", ""surface"": ""तिलक नगर""}]",[],"[""Uttam Nagar"", ""Tilak Nagar"", ""Ganesh Nagar""]",,,,"Uttam Nagar East, Shivaji Marg, Nawada, Vikaspuri, West Delhi, Delhi, 110059, India","Uttam,  Uttam Nagar,  Tilak,  Tilak Nagar,  Ganesh,  Ganesh Nagar",28.6248301,77.0652972,7
3222,12106,1043341687836180480,1.04E+18,https://twitter.com/dtptraffic/status/1043341687836180480,en,False,Traffic Alert Obstruction in traffic from Khajoori Khas towards Wazirabad Bridge due to water logging and potholes. Kindly avoid the stretch.,Obstruction in traffic from Khajoori Khas towards Wazirabad Bridge due to water logging and potholes. Kindly avoid the stretch.,Obstruction in traffic from Khajoori Khas towards Wazirabad Bridge due to water logging and potholes. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Wazirabad""]","[""Wazirabad""]",,,,"Hauz Khas, Sri Krishna Chaitanya Mahaprabhu Marg, Hauz Khas, Saidulajaib Extension, South Delhi, Delhi, 110017, India","Khas,  Wazirabad,  Wazirabad Bridge,  Bridge",28.544258,77.2067402,7
3223,12107,1043230079860584448,1.04E+18,https://twitter.com/dtptraffic/status/1043230079860584448,en,False,Traffic Alert Traffic movement is now normal from Mukarba Chowk towards Model Town.,Traffic movement is now normal from Mukarba Chowk towards Model Town.,Traffic movement is now normal from Mukarba Chowk towards Model Town.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Mukarba Chowk"", ""Model Town""]","[""Mukarba Chowk"", ""Model Town""]",,,,"Chandni Chowk, Dharampura, Chandni Chowk, Old Delhi, Delhi, Central Delhi, Delhi, 110006, India","Mukarba,  Mukarba Chowk,  Chowk,  Model,  Model Town,  Town",28.6562654,77.2299093,7
3224,12109,1043190007132024835,1.04E+18,https://twitter.com/dtptraffic/status/1043190007132024835,en,False,"Traffic Alert Traffic is now normal on MB Road, Sainik Farm & IGNOU Road.","Traffic is now normal on MB Road, Sainik Farm & IGNOU Road.","Traffic is now normal on MB Road, Sainik Farm & IGNOU Road.",BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""MB Road"", ""Sainik Farm"", ""IGNOU Road""]","[""MB Road"", ""Sainik Farm"", ""IGNOU Road""]",,,,"Sainik Farm, South Delhi, Delhi, India","MB,  MB Road,  Sainik,  Sainik Farm,  Farm,  IGNOU,  IGNOU Road",28.503746,77.21607253,7
3225,12111,1043180474695180288,1.04E+18,https://twitter.com/dtptraffic/status/1043180474695180288,en,False,Traffic Alert Traffic is now normal from Nalah Road Dabri towards Dwarka.,Traffic is now normal from Nalah Road Dabri towards Dwarka.,Traffic is now normal from Nalah Road Dabri towards Dwarka.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Dabri"", ""Dwarka""]","[""Dabri"", ""Dwarka""]",,,,"Dwarka, Old Palam Road, Nishat Park, Sector 14, Dwarka, South West Delhi, Delhi, 110078, India","Road Dabri,  Dabri,  Dwarka",28.6149318,77.0227861,7
3226,12112,1043168046532067328,1.04E+18,https://twitter.com/dtptraffic/status/1043168046532067328,en,False,Traffic Alert Traffic is now normal at Aurobindo Chowk & Aurobindo Marg.,Traffic is now normal at Aurobindo Chowk & Aurobindo Marg.,Traffic is now normal at Aurobindo Chowk & Aurobindo Marg.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Aurobindo Marg""]","[""Aurobindo Marg""]",,,,"Aurobindo Place, Safdarjung Development Area, Mehrauli, South Delhi, Delhi, India","Aurobindo,  Chowk,  Aurobindo,  Aurobindo Marg,  Marg",28.55195995,77.20371344,10
3227,12116,1043167653060374528,1.04E+18,https://twitter.com/dtptraffic/status/1043167653060374528,en,False,"Traffic Alert Traffic is heavy at MB Road, Sainik Farm & IGNOU Road due to Tazia Procession","Traffic is heavy at MB Road, Sainik Farm & IGNOU Road due to Tazia Procession","Traffic is heavy at MB Road, Sainik Farm & IGNOU Road due to Tazia Procession",BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""MB Road"", ""Sainik Farm"", ""IGNOU Road""]","[""MB Road"", ""Sainik Farm"", ""IGNOU Road""]",,,,"Sainik Farm, South Delhi, Delhi, India","MB,  MB Road,  Sainik,  Sainik Farm,  Farm,  IGNOU,  IGNOU Road",28.503746,77.21607253,7
3228,12118,1043162672152412160,1.04E+18,https://twitter.com/dtptraffic/status/1043162672152412160,en,False,Traffic Alert Traffic is now normal at Vijay Chowk & R/A Tughlak Road.,Traffic is now normal at Vijay Chowk & R/A Tughlak Road.,Traffic is now normal at Vijay Chowk & R/A Tughlak Road.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Vijay Chowk""]","[""Vijay Chowk""]",,,,"Vijay Nagar, Delhi, Central Delhi, Delhi, India","Vijay,  Vijay Chowk,  Chowk,  RA,  Tughlak,  Tughlak Road",28.6915564,77.2016914,7
3229,12121,1043152393939177472,1.04E+18,https://twitter.com/dtptraffic/status/1043152393939177472,en,False,Traffic Alert Traffic is heavy from Mukarba Chowk towards Model Town due to Tazia Procession. Kindly avoid the stretch.,Traffic is heavy from Mukarba Chowk towards Model Town due to Tazia Procession. Kindly avoid the stretch.,Traffic is heavy from Mukarba Chowk towards Model Town due to Tazia Procession. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Mukarba Chowk"", ""Model Town""]","[""Mukarba Chowk"", ""Model Town""]",,,,"Chandni Chowk, Dharampura, Chandni Chowk, Old Delhi, Delhi, Central Delhi, Delhi, 110006, India","Mukarba,  Mukarba Chowk,  Chowk,  Model,  Model Town,  Town",28.6562654,77.2299093,7
3230,12124,1043151562351116288,1.04E+18,https://twitter.com/dtptraffic/status/1043151562351116288,en,False,"Traffic Alert Traffic is now normal at RML Hospital, GPO & Sansad Marg.","Traffic is now normal at RML Hospital, GPO & Sansad Marg.","Traffic is now normal at RML Hospital, GPO & Sansad Marg.",BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""GPO"", ""Sansad Marg""]","[""GPO"", ""Sansad Marg""]",,,,"Sansad Bhavan, Lok Sabha Marg, Raisina Hill, New Delhi, Delhi, 110004, India","Hospital,  GPO,  Sansad,  Sansad Marg,  Marg",28.6171875,77.2078082,9
3231,12127,1043151290853928961,1.04E+18,https://twitter.com/dtptraffic/status/1043151290853928961,en,False,Traffic Alert Traffic movement is heavy from Nalah Road Dabri towards Dwarka. Kindly avoid the stretch.,Traffic movement is heavy from Nalah Road Dabri towards Dwarka. Kindly avoid the stretch.,Traffic movement is heavy from Nalah Road Dabri towards Dwarka. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Dabri"", ""Dwarka""]","[""Dabri"", ""Dwarka""]",,,,"Dwarka, Old Palam Road, Nishat Park, Sector 14, Dwarka, South West Delhi, Delhi, 110078, India","Road Dabri,  Dabri,  Dwarka",28.6149318,77.0227861,7
3232,12128,1043146559058259968,1.04E+18,https://twitter.com/dtptraffic/status/1043146559058259968,en,False,Traffic Alert Traffic is heavy from Apollo Hospital towards Badarpur.,Traffic is heavy from Apollo Hospital towards Badarpur.,Traffic is heavy from Apollo Hospital towards Badarpur.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Apollo Hospital"", ""Badarpur""]","[""Apollo Hospital"", ""Badarpur""]",,,,"Badarpur, South East Delhi, Delhi, India","Apollo,  Apollo Hospital,  Hospital,  Badarpur",28.5036998,77.30198038,8
3233,12129,1043143902910275584,1.04E+18,https://twitter.com/dtptraffic/status/1043143902910275584,en,False,Traffic Alert Traffic is now normal in Connaught Place area.,Traffic is now normal in Connaught Place area.,Traffic is now normal in Connaught Place area.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Connaught Place""]","[""Connaught Place""]",,,,"Connaught Place, New Delhi, Delhi, 110001, India","Connaught,  Connaught Place",28.6313827,77.2197924,10
3234,12130,1043139960617017344,1.04E+18,https://twitter.com/dtptraffic/status/1043139960617017344,en,False,Traffic Alert Traffic is now normal at Ajmeri gate & Paharganj Chowk towards Rani Jhansi Road.,Traffic is now normal at Ajmeri gate & Paharganj Chowk towards Rani Jhansi Road.,Traffic is now normal at Ajmeri gate & Paharganj Chowk towards Rani Jhansi Road.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Ajmeri gate"", ""Paharganj"", ""Rani Jhansi Road""]","[""Ajmeri gate"", ""Paharganj"", ""Rani Jhansi Road""]",,,,"Chandni Chowk, Dharampura, Chandni Chowk, Old Delhi, Delhi, Central Delhi, Delhi, 110006, India","Ajmeri,  Paharganj,  Paharganj Chowk,  Chowk,  Rani,  Rani Jhansi,  Rani Jhansi Road,  Jhansi,  Jhansi Road",28.6562654,77.2299093,7
3235,12133,1043132990996537345,1.04E+18,https://twitter.com/dtptraffic/status/1043132990996537345,en,False,Traffic Alert Traffic is heavy on Rohtak Road from Mundka towards Nangloi due to Tazia Procession. Kindly avoid the stretch.,Traffic is heavy on Rohtak Road from Mundka towards Nangloi due to Tazia Procession. Kindly avoid the stretch.,Traffic is heavy on Rohtak Road from Mundka towards Nangloi due to Tazia Procession. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Rohtak Road"", ""Mundka"", ""Nangloi""]","[""Rohtak Road"", ""Mundka"", ""Nangloi""]",,,,"Rohtak Road, North West Delhi, Delhi, 110035, India","Rohtak,  Rohtak Road,  Mundka,  Nangloi",28.6708605,77.1589338,10
3236,12136,1043119981662105602,1.04E+18,https://twitter.com/dtptraffic/status/1043119981662105602,en,False,"Traffic Alert Traffic is affected from Ajmeri Gate towards Paharganj Chowk, R/A Jhandewalan & Chemsford Road due to Tazia Procession.","Traffic is affected from Ajmeri Gate towards Paharganj Chowk, R/A Jhandewalan & Chemsford Road due to Tazia Procession.","Traffic is affected from Ajmeri Gate towards Paharganj Chowk, R/A Jhandewalan & Chemsford Road due to Tazia Procession.",BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Ajmeri Gate"", ""Paharganj"", ""Jhandewalan""]","[""Ajmeri Gate"", ""Paharganj"", ""Jhandewalan""]",,,,"Chandni Chowk, Dharampura, Chandni Chowk, Old Delhi, Delhi, Central Delhi, Delhi, 110006, India","Ajmeri,  Ajmeri Gate,  Gate,  Paharganj,  Paharganj Chowk,  Chowk,  RA,  RA Jhandewalan,  Jhandewalan",28.6562654,77.2299093,7
3237,12138,1043118630483976192,1.04E+18,https://twitter.com/dtptraffic/status/1043118630483976192,en,False,Traffic Alert Traffic movement is closed from Aurobindo Chowk towards Aurobindo Marg due to Tazia Procession. Kindly avoid the stretch.,Traffic movement is closed from Aurobindo Chowk towards Aurobindo Marg due to Tazia Procession. Kindly avoid the stretch.,Traffic movement is closed from Aurobindo Chowk towards Aurobindo Marg due to Tazia Procession. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Aurobindo Marg""]","[""Aurobindo Marg""]",,,,"Aurobindo Place, Safdarjung Development Area, Mehrauli, South Delhi, Delhi, India","Aurobindo,  Chowk,  Aurobindo,  Aurobindo Marg,  Marg",28.55195995,77.20371344,10
3238,12142,1043116415656574977,1.04E+18,https://twitter.com/dtptraffic/status/1043116415656574977,en,False,Traffic Alert Traffic movement is closed on Sansad Marg & Outer Circle Connaught Place due to Tazia procession.,Traffic movement is closed on Sansad Marg & Outer Circle Connaught Place due to Tazia procession.,Traffic movement is closed on Sansad Marg & Outer Circle Connaught Place due to Tazia procession.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Sansad Marg"", ""Outer Circle"", ""Connaught Place""]","[""Sansad Marg"", ""Outer Circle"", ""Connaught Place""]",,,,"Sansad Bhavan, Lok Sabha Marg, Raisina Hill, New Delhi, Delhi, 110004, India","Sansad,  Sansad Marg,  Marg,  Outer,  Outer Circle,  Outer Circle Connaught,  Circle,  Circle Connaught,  Circle Connaught Place,  Connaught,  Connaught Place",28.6171875,77.2078082,9
3239,12147,1043114920211107840,1.04E+18,https://twitter.com/dtptraffic/status/1043114920211107840,en,False,Traffic Alert Traffic is affected on Ashoka Road & Outer Circle Connaught Place due to Tazia Procession,Traffic is affected on Ashoka Road & Outer Circle Connaught Place due to Tazia Procession,Traffic is affected on Ashoka Road & Outer Circle Connaught Place due to Tazia Procession,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Ashoka Road"", ""Outer Circle"", ""Connaught Place""]","[""Ashoka Road"", ""Outer Circle"", ""Connaught Place""]",,,,"Ashoka Road, Connaught Place, New Delhi, Delhi, 110001, India","Ashoka,  Ashoka Road,  Outer,  Outer Circle,  Outer Circle Connaught,  Circle,  Circle Connaught,  Circle Connaught Place,  Connaught,  Connaught Place",28.6202941,77.2180619,9
3240,12150,1043113699685199872,1.04E+18,https://twitter.com/dtptraffic/status/1043113699685199872,en,False,Traffic Alert Traffic is heavy in Connaught Place area due to Tazia procession.,Traffic is heavy in Connaught Place area due to Tazia procession.,Traffic is heavy in Connaught Place area due to Tazia procession.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Connaught Place""]","[""Connaught Place""]",,,,"Connaught Place, New Delhi, Delhi, 110001, India","Connaught,  Connaught Place",28.6313827,77.2197924,10
3241,12151,1043096210998026241,1.04E+18,https://twitter.com/dtptraffic/status/1043096210998026241,en,False,Traffic Alert Traffic is heavy from Lal Kuan towards Sangam Vihar M.B Road due to Tazia Procession. Kindly avoid the stretch.,Traffic is heavy from Lal Kuan towards Sangam Vihar M.B Road due to Tazia Procession. Kindly avoid the stretch.,Traffic is heavy from Lal Kuan towards Sangam Vihar M.B Road due to Tazia Procession. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Lal Kuan"", ""Sangam Vihar""]","[""Lal Kuan"", ""Sangam Vihar""]",,,,"Jhabbu Lal Colony, Sadar Bazar, Delhi, Central Delhi, Delhi, India","Lal,  Lal Kuan,  Kuan,  Sangam,  Sangam Vihar,  Sangam Vihar MB,  Vihar MB,  MB,  MB Road",28.6580115,77.20496886,10
